subject,fileId
http://dbpedia.org/resource/Jon_Hendricks,1529361
http://dbpedia.org/resource/Albert_Brooks,3075
http://dbpedia.org/resource/Arne_Nordheim,1547707
http://dbpedia.org/resource/Christopher_Hampton,1302505
http://dbpedia.org/resource/George_Walker_(composer),742176
http://dbpedia.org/resource/Wayne_Duncan_(musician),52470803
http://dbpedia.org/resource/Bruce_Nauman,50230
http://dbpedia.org/resource/Phil_Harris,726151
http://dbpedia.org/resource/Eric_Griffiths,1456343
http://dbpedia.org/resource/Douglas_Shearer,186175
http://dbpedia.org/resource/Morris_Broadnax,51130819
http://dbpedia.org/resource/Basil_Coetzee,556909
http://dbpedia.org/resource/Bob_McGrath,1600435
http://dbpedia.org/resource/Tatyana_Lioznova,3228328
http://dbpedia.org/resource/Ivar_Haglund,759988
http://dbpedia.org/resource/Narciso_Figueroa,2751944
http://dbpedia.org/resource/Jackie_Gleason,143114
http://dbpedia.org/resource/Forrest_Tucker,788959
http://dbpedia.org/resource/Sabah_(singer),3791501
http://dbpedia.org/resource/Knut_Nystedt,3130321
http://dbpedia.org/resource/Booker_T._Jones,290117
http://dbpedia.org/resource/Franz_Liszt,67379
http://dbpedia.org/resource/Mary_McCarthy_(author),1359335
http://dbpedia.org/resource/Barry_Melton,1174834
http://dbpedia.org/resource/Paul_Horn_(musician),3596773
http://dbpedia.org/resource/Lucille_Hegamin,250370
http://dbpedia.org/resource/Harvey_Goldsmith,2667661
http://dbpedia.org/resource/Hal_Russell,588756
http://dbpedia.org/resource/Nikolaus_Harnoncourt,154959
http://dbpedia.org/resource/Skip_Spence,2488161
http://dbpedia.org/resource/Julian_Eltinge,622305
http://dbpedia.org/resource/Illinois_Jacquet,240340
http://dbpedia.org/resource/Eric_Burdon,375645
http://dbpedia.org/resource/Kay_Kyser,1070521
http://dbpedia.org/resource/Percy_Goetschius,3529094
http://dbpedia.org/resource/Hans_Albers,1175222
http://dbpedia.org/resource/Celia_Cruz,166331
http://dbpedia.org/resource/Jane_Birkin,84783
http://dbpedia.org/resource/Edward_Heath,52269
http://dbpedia.org/resource/James_Brown,15766
http://dbpedia.org/resource/John_Fogerty,170021
http://dbpedia.org/resource/Graham_Nash,249742
http://dbpedia.org/resource/Zarah_Leander,736528
http://dbpedia.org/resource/Luiz_Gonzaga,833109
http://dbpedia.org/resource/Steve_Howe,529161
http://dbpedia.org/resource/Jimmy_Rowles,2423427
http://dbpedia.org/resource/Feliciano_Amaral,53069650
http://dbpedia.org/resource/Hy_Anzell,2344136
http://dbpedia.org/resource/Gholam-Hossein_Banan,1261779
http://dbpedia.org/resource/Miles_Davis,20405
http://dbpedia.org/resource/Chester_Kallman,719979
http://dbpedia.org/resource/Povel_Ramel,1188821
http://dbpedia.org/resource/Janis_Carter,3770842
http://dbpedia.org/resource/Veturi,284825
http://dbpedia.org/resource/Don_Rickles,152195
http://dbpedia.org/resource/Gayla_Peevey,3521750
http://dbpedia.org/resource/Dionysis_Savvopoulos,1232492
http://dbpedia.org/resource/Dionysios_Solomos,295286
http://dbpedia.org/resource/Lionel_Hampton,78231
http://dbpedia.org/resource/Gail_Collins_Pappalardi,1181295
http://dbpedia.org/resource/David_Maslanka,3372135
http://dbpedia.org/resource/Grigori_Kozintsev,2385870
http://dbpedia.org/resource/Daniel_Viglietti,2516568
http://dbpedia.org/resource/Ronnie_Lane,188533
http://dbpedia.org/resource/Martin_Barre,772715
http://dbpedia.org/resource/Michelle_Phillips,444493
http://dbpedia.org/resource/Harold_Budd,754282
http://dbpedia.org/resource/Itzhak_Perlman,168478
http://dbpedia.org/resource/Paul_Williams_(songwriter),371868
http://dbpedia.org/resource/Mel_McDaniel,2541302
http://dbpedia.org/resource/Teppo_Hauta-aho,1077508
http://dbpedia.org/resource/Vasily_Lanovoy,2682932
http://dbpedia.org/resource/Labi_Siffre,1035724
http://dbpedia.org/resource/Ralph_de_Toledano,3302723
http://dbpedia.org/resource/Luc_Ferrari,113049
http://dbpedia.org/resource/Walter_Parratt,192739
http://dbpedia.org/resource/Jean_Sablon,481738
http://dbpedia.org/resource/Pat_Upton_(singer),52007703
http://dbpedia.org/resource/William_H._Gass,399251
http://dbpedia.org/resource/Charles_Wright_(poet),1351998
http://dbpedia.org/resource/Ian_Tamblyn,3388232
http://dbpedia.org/resource/Arthur_Lowe,251481
http://dbpedia.org/resource/Dieter_Meier,3027978
http://dbpedia.org/resource/Judy_Clay,1823012
http://dbpedia.org/resource/Frank_Wilson_(musician),1399340
http://dbpedia.org/resource/Connie_Russell,2307312
http://dbpedia.org/resource/Alessandro_Moreschi,460378
http://dbpedia.org/resource/Henderson_Forsythe,884153
http://dbpedia.org/resource/Hampton_Hawes,1384081
http://dbpedia.org/resource/Clarence_%22Gatemouth%22_Brown,2437473
http://dbpedia.org/resource/Burton_Lane,767288
http://dbpedia.org/resource/Pattie_Boyd,825643
http://dbpedia.org/resource/Betty_Carter,1420817
http://dbpedia.org/resource/Cholly_Atkins,2512661
http://dbpedia.org/resource/Krishna_Das_(singer),1400829
http://dbpedia.org/resource/John_Erskine_(educator),859482
http://dbpedia.org/resource/Dely_Atay-Atayan,3587403
http://dbpedia.org/resource/Big_Maybelle,524048
http://dbpedia.org/resource/Tony_Robinson,57973
http://dbpedia.org/resource/Jack_Foley_(sound_effects_artist),455790
http://dbpedia.org/resource/Arthur_Freed,226142
http://dbpedia.org/resource/Ida_Cox,300931
http://dbpedia.org/resource/Carolee_Schneemann,1870977
http://dbpedia.org/resource/Carlos_P._Romulo,647820
http://dbpedia.org/resource/Peter_Rowan,2464424
http://dbpedia.org/resource/Marilyn_Monroe,19318
http://dbpedia.org/resource/Mickey_Katz,2416191
http://dbpedia.org/resource/José_Sarria,898417
http://dbpedia.org/resource/Alan_W._Livingston,2451984
http://dbpedia.org/resource/César_Costa,3155747
http://dbpedia.org/resource/Buck_Owens,381560
http://dbpedia.org/resource/Wadada_Leo_Smith,393992
http://dbpedia.org/resource/Suzanne_Ciani,3683614
http://dbpedia.org/resource/Alan_Vega,797572
http://dbpedia.org/resource/Stelios_Kazantzidis,512497
http://dbpedia.org/resource/Marisol_Escobar,1392224
http://dbpedia.org/resource/Maury_Yeston,309084
http://dbpedia.org/resource/David_Leland,2290176
http://dbpedia.org/resource/Lobo_(musician),615031
http://dbpedia.org/resource/Pannalal_Ghosh,1322881
http://dbpedia.org/resource/Red_Grooms,1709886
http://dbpedia.org/resource/Otis_Spann,297375
http://dbpedia.org/resource/Dave_Mason,701860
http://dbpedia.org/resource/Kenny_Dorham,348348
http://dbpedia.org/resource/Johan_Svendsen,595133
http://dbpedia.org/resource/Marzieh_(singer),1433271
http://dbpedia.org/resource/Sheila_(singer),604066
http://dbpedia.org/resource/Jean_Del_Val,1786533
http://dbpedia.org/resource/Igor_Gorbachyov,51033485
http://dbpedia.org/resource/Richard_Quine,1048151
http://dbpedia.org/resource/Cher,80696
http://dbpedia.org/resource/Ruth_Etting,1495782
http://dbpedia.org/resource/Glenn_Tipton,262463
http://dbpedia.org/resource/Anna_German,3594556
http://dbpedia.org/resource/Shivkumar_Sharma,1181499
http://dbpedia.org/resource/John_Henry_Newman,83895
http://dbpedia.org/resource/Berry_Gordy,277731
http://dbpedia.org/resource/Allan_Monk,2508150
http://dbpedia.org/resource/Rodion_Shchedrin,728429
http://dbpedia.org/resource/W._C._Handy,58067
http://dbpedia.org/resource/Wojciech_Kilar,45450
http://dbpedia.org/resource/Jymie_Merritt,261534
http://dbpedia.org/resource/Red_Allen,181985
http://dbpedia.org/resource/José_Feliciano,209161
http://dbpedia.org/resource/Mary_Ford,540027
http://dbpedia.org/resource/Carl_W._Stalling,140632
http://dbpedia.org/resource/Jim_Steinman,252147
http://dbpedia.org/resource/Hamilton_Camp,2830223
http://dbpedia.org/resource/Vincent_Youmans,592841
http://dbpedia.org/resource/John_Hammond_(record_producer),459887
http://dbpedia.org/resource/Charlie_Feathers,1174545
http://dbpedia.org/resource/Rufus_Thomas,467101
http://dbpedia.org/resource/Cheryl_Holdridge,933559
http://dbpedia.org/resource/Harold_Loeffelmacher,488800
http://dbpedia.org/resource/Andraé_Crouch,576282
http://dbpedia.org/resource/Django_Reinhardt,9039
http://dbpedia.org/resource/James_Dewar_(musician),1593203
http://dbpedia.org/resource/Liza_Minnelli,59216
http://dbpedia.org/resource/James_Rosenquist,306480
http://dbpedia.org/resource/Alam_Khan_(composer),52926317
http://dbpedia.org/resource/Stella_Blakemore,3291750
http://dbpedia.org/resource/Bette_Davis,63517
http://dbpedia.org/resource/Danny_Whitten,1515991
http://dbpedia.org/resource/Greg_Lake,608845
http://dbpedia.org/resource/Nie_Er,1373444
http://dbpedia.org/resource/Bunny_Berigan,559173
http://dbpedia.org/resource/Tom_Jones_(singer),45968
http://dbpedia.org/resource/Wacław_Kisielewski,1346743
http://dbpedia.org/resource/Michel_Fugain,2461503
http://dbpedia.org/resource/Kate_Wolf,1236563
http://dbpedia.org/resource/Aarre_Merikanto,1058567
http://dbpedia.org/resource/Sue_Carol,2591808
http://dbpedia.org/resource/J.J._Jackson_(media_personality),615348
http://dbpedia.org/resource/Dick_James,571468
http://dbpedia.org/resource/Ted_White_(author),1049483
http://dbpedia.org/resource/Pete_Atkin,948305
http://dbpedia.org/resource/Luther_Allison,1429918
http://dbpedia.org/resource/Joan_Rivers,265883
http://dbpedia.org/resource/Freddie_Green,3689332
http://dbpedia.org/resource/Geoffrey_K._Pullum,1000228
http://dbpedia.org/resource/Nikita_Mikhalkov,712322
http://dbpedia.org/resource/Cab_Calloway,155965
http://dbpedia.org/resource/Sammy_Kaye,879937
http://dbpedia.org/resource/Arthur_Godfrey,418568
http://dbpedia.org/resource/Ellen_Taaffe_Zwilich,156414
http://dbpedia.org/resource/Robert_Klein,553740
http://dbpedia.org/resource/Eva_Tanguay,845266
http://dbpedia.org/resource/Marc_Blitzstein,320685
http://dbpedia.org/resource/Udo_Kasemets,1787782
http://dbpedia.org/resource/James_Nares_(composer),1758540
http://dbpedia.org/resource/Marion_Williams,399102
http://dbpedia.org/resource/Andrew_Davis_(conductor),2771033
http://dbpedia.org/resource/Paul_Dessau,3463240
http://dbpedia.org/resource/Nina_Grieg,1271437
http://dbpedia.org/resource/Cathryn_Damon,1186480
http://dbpedia.org/resource/Joe_Farrell,2667535
http://dbpedia.org/resource/Peggy_Lipton,2232977
http://dbpedia.org/resource/Ishmael_Reed,314487
http://dbpedia.org/resource/Don_LaFontaine,472272
http://dbpedia.org/resource/Friedrich_Nietzsche,10671
http://dbpedia.org/resource/Zülfü_Livaneli,3535198
http://dbpedia.org/resource/Clara_Novello_Davies,1914666
http://dbpedia.org/resource/Ruth_Brown,147308
http://dbpedia.org/resource/Wilbert_Harrison,1562492
http://dbpedia.org/resource/Ivan_Galamian,1275454
http://dbpedia.org/resource/Kyu_Sakamoto,420376
http://dbpedia.org/resource/Jamie_Reid,328940
http://dbpedia.org/resource/Oskar_Gottlieb_Blarr,52527037
http://dbpedia.org/resource/Robert_Stigwood,599992
http://dbpedia.org/resource/Randolph_Stow,413078
http://dbpedia.org/resource/Antoni_Radziwiłł,479958
http://dbpedia.org/resource/Ella_Mitchell,3799586
http://dbpedia.org/resource/Michael_Morrow,50902387
http://dbpedia.org/resource/Carl_Davis,1571869
http://dbpedia.org/resource/Eubie_Blake,106366
http://dbpedia.org/resource/Lee_Remick,181998
http://dbpedia.org/resource/Tony_O'Malley,1338619
http://dbpedia.org/resource/Johnnie_Taylor,211626
http://dbpedia.org/resource/John_Gary,1407035
http://dbpedia.org/resource/Aribert_Reimann,3547359
http://dbpedia.org/resource/Donna_McKechnie,1205991
http://dbpedia.org/resource/Samuel_E._Wright,716617
http://dbpedia.org/resource/Luther_Grosvenor,1439437
http://dbpedia.org/resource/Don_Thompson_(musician),2815597
http://dbpedia.org/resource/Maurice_Cocagnac,52077813
http://dbpedia.org/resource/Jeffrey_Hammond,777352
http://dbpedia.org/resource/Hans_Dulfer,585649
http://dbpedia.org/resource/Jackie_Lee_(Irish_singer),3141790
http://dbpedia.org/resource/Mike_Harding,1092607
http://dbpedia.org/resource/Muhammad_Ali,63747
http://dbpedia.org/resource/Joseph_Shaw_(editor),208803
http://dbpedia.org/resource/Emmett_Hardy,181946
http://dbpedia.org/resource/Barbara_Eden,707930
http://dbpedia.org/resource/Paul_Natorp,2370955
http://dbpedia.org/resource/Howard_S._Becker,1561641
http://dbpedia.org/resource/Daklon,670305
http://dbpedia.org/resource/Harpo_Marx,150095
http://dbpedia.org/resource/Cornelis_Jacobus_Langenhoven,1228021
http://dbpedia.org/resource/Juan_García_Esquivel,38910
http://dbpedia.org/resource/Tabu_Ley_Rochereau,2785324
http://dbpedia.org/resource/Gary_Bartz,632683
http://dbpedia.org/resource/Hiram_Bingham_I,735176
http://dbpedia.org/resource/T._V._Sankaranarayanan,597665
http://dbpedia.org/resource/William_Jurgens,1089533
http://dbpedia.org/resource/Neil_Bogart,1566844
http://dbpedia.org/resource/Ève_Demaillot,50963136
http://dbpedia.org/resource/Lenny_Bruce,50016
http://dbpedia.org/resource/Wavy_Gravy,878467
http://dbpedia.org/resource/Luther_Henderson,1359293
http://dbpedia.org/resource/Rick_Danko,354680
http://dbpedia.org/resource/John_Bacchus_Dykes,2401011
http://dbpedia.org/resource/P._F._Sloan,720273
http://dbpedia.org/resource/Brice_Marden,3585224
http://dbpedia.org/resource/Cavendish_Boyle,554770
http://dbpedia.org/resource/Rebop_Kwaku_Baah,2834129
http://dbpedia.org/resource/Edwin_Austin_Abbey,9700
http://dbpedia.org/resource/Larry_Blyden,1341923
http://dbpedia.org/resource/Jaye_P._Morgan,1505727
http://dbpedia.org/resource/Patsy_Cline,89644
http://dbpedia.org/resource/Otto_Erich_Deutsch,377171
http://dbpedia.org/resource/Carlos_López_Puccio,2296293
http://dbpedia.org/resource/Steve_Allen,144196
http://dbpedia.org/resource/Stonewall_Jackson_(musician),185085
http://dbpedia.org/resource/Nina_Simone,214233
http://dbpedia.org/resource/Catulle_Mendès,1372632
http://dbpedia.org/resource/Oscar_Pettiford,274424
http://dbpedia.org/resource/Jack_Levine,1043762
http://dbpedia.org/resource/Charlie_Rich,625857
http://dbpedia.org/resource/Peter_Gay,722501
http://dbpedia.org/resource/Paul_Williams_(The_Temptations_singer),371878
http://dbpedia.org/resource/Stan_Laurel,897299
http://dbpedia.org/resource/Boris_Asafyev,1113259
http://dbpedia.org/resource/Jimmy_Perry,2341385
http://dbpedia.org/resource/Alexander_Moyzes,3227606
http://dbpedia.org/resource/Flip_Phillips,2519838
http://dbpedia.org/resource/Jon_Vickers,1338168
http://dbpedia.org/resource/Mal_Sharpe,702942
http://dbpedia.org/resource/Dinu_Lipatti,312781
http://dbpedia.org/resource/Jack_Albertson,68308
http://dbpedia.org/resource/Peter_Ustinov,167975
http://dbpedia.org/resource/Johnny_Winter,316711
http://dbpedia.org/resource/Gregorio_Martínez_Sierra,361339
http://dbpedia.org/resource/Jackie_Lomax,3696100
http://dbpedia.org/resource/Gwyneth_Jones_(soprano),2898019
http://dbpedia.org/resource/Elvera_Sanchez,1093129
http://dbpedia.org/resource/Marilyn_Duke,51311898
http://dbpedia.org/resource/Abdul_Karim_Khan,2540996
http://dbpedia.org/resource/Nathaniel_Shilkret,1178548
http://dbpedia.org/resource/Horace_Silver,238175
http://dbpedia.org/resource/Paul_Badura-Skoda,3622246
http://dbpedia.org/resource/Jessi_Colter,1714891
http://dbpedia.org/resource/Ricky_Nelson,164398
http://dbpedia.org/resource/Sylvia_Rexach,1413284
http://dbpedia.org/resource/Imelda_Marcos,294934
http://dbpedia.org/resource/Curtis_Knight,2780714
http://dbpedia.org/resource/Danny_Thompson,2584300
http://dbpedia.org/resource/Richie_Hayward,3204508
http://dbpedia.org/resource/LaVern_Baker,165697
http://dbpedia.org/resource/Cornelius_Gurlitt_(composer),528624
http://dbpedia.org/resource/Mukhtar_Ashrafi,2694884
http://dbpedia.org/resource/Jack_Scott_(singer),1595398
http://dbpedia.org/resource/Vadim_Kozin,1530722
http://dbpedia.org/resource/Ruby_Keeler,189182
http://dbpedia.org/resource/Don_Hastings,871709
http://dbpedia.org/resource/Cass_Elliot,277524
http://dbpedia.org/resource/Mick_Tucker,1593504
http://dbpedia.org/resource/Amanda_Aldridge,2475284
http://dbpedia.org/resource/Paul_Petersen,1551249
http://dbpedia.org/resource/Jack_Guthrie,493715
http://dbpedia.org/resource/James_Montgomery_(poet),837456
http://dbpedia.org/resource/Ijahman_Levi,1084179
http://dbpedia.org/resource/Leon_Theremin,18571
http://dbpedia.org/resource/Franz_Xaver_Wolfgang_Mozart,950070
http://dbpedia.org/resource/Jimmy_Cliff,177220
http://dbpedia.org/resource/Fritz_Weaver,1471350
http://dbpedia.org/resource/George_A._Romero,362109
http://dbpedia.org/resource/Franz_Konwitschny,3682747
http://dbpedia.org/resource/Dmitry_Pokrass,3337272
http://dbpedia.org/resource/Snuff_Garrett,2727386
http://dbpedia.org/resource/Mike_Rudd,1343880
http://dbpedia.org/resource/Caroline_Norton,1189627
http://dbpedia.org/resource/Jim_Perry_(television_personality),1417421
http://dbpedia.org/resource/Billy_Name,3798459
http://dbpedia.org/resource/Joy_Nwosu_Lo-Bamijoko,50667561
http://dbpedia.org/resource/Grahame_Bond,3373682
http://dbpedia.org/resource/Mamie_Van_Doren,630312
http://dbpedia.org/resource/Bhimsen_Joshi,577439
http://dbpedia.org/resource/Adam_Oehlenschläger,39467
http://dbpedia.org/resource/Tom_Zé,419739
http://dbpedia.org/resource/Jeremy_Steig,351206
http://dbpedia.org/resource/Carl_Heinrich_Graun,385713
http://dbpedia.org/resource/Protiva_Bose,3496560
http://dbpedia.org/resource/Édouard_d'Anglemont,50931287
http://dbpedia.org/resource/John_de_Chastelain,457755
http://dbpedia.org/resource/André_De_Shields,3648861
http://dbpedia.org/resource/Glenn_Close,44459
http://dbpedia.org/resource/Rod_Argent,734633
http://dbpedia.org/resource/Léon_de_Bercy,50916271
http://dbpedia.org/resource/Ivan_Lins,1410438
http://dbpedia.org/resource/Lester_Bowie,558968
http://dbpedia.org/resource/Ian_Anderson,223497
http://dbpedia.org/resource/Thom_Bell,1065532
http://dbpedia.org/resource/Judge_Dread,295574
http://dbpedia.org/resource/Gary_Driscoll,980182
http://dbpedia.org/resource/Sol_Hurok,1285387
http://dbpedia.org/resource/Hazel_Dickens,916486
http://dbpedia.org/resource/Alejo_Carpentier,290850
http://dbpedia.org/resource/Peggy_Hopkins_Joyce,3126438
http://dbpedia.org/resource/William_Atherton,1706070
http://dbpedia.org/resource/David_Mamet,8351
http://dbpedia.org/resource/Prabhat_Ranjan_Sarkar,851595
http://dbpedia.org/resource/Anthony_Burgess,49370
http://dbpedia.org/resource/Ossie_Davis,741791
http://dbpedia.org/resource/Sydney_Devine,3533535
http://dbpedia.org/resource/Barbara_W._Tuchman,113560
http://dbpedia.org/resource/Sergei_Lyapunov,1531242
http://dbpedia.org/resource/Helmuth_Rilling,618069
http://dbpedia.org/resource/Emma_Abbott,10120
http://dbpedia.org/resource/John_Stewart_Bell,169917
http://dbpedia.org/resource/Hans_Conried,574577
http://dbpedia.org/resource/Ernest_Ranglin,870413
http://dbpedia.org/resource/Cyrille_Rigaud,50987143
http://dbpedia.org/resource/Harry_Chapin,171050
http://dbpedia.org/resource/Francisco_Tárrega,575924
http://dbpedia.org/resource/Larry_Fine,589925
http://dbpedia.org/resource/Achilles_Alferaki,2659490
http://dbpedia.org/resource/Félix_Leclerc,1107893
http://dbpedia.org/resource/Zhanna_Prokhorenko,1730644
http://dbpedia.org/resource/Louis_Chauvin,1517676
http://dbpedia.org/resource/John_Paul_Jones_(musician),54268
http://dbpedia.org/resource/Clarence_Paul,2553865
http://dbpedia.org/resource/Benjamin_Franklin,3986
http://dbpedia.org/resource/Lucky_Millinder,264312
http://dbpedia.org/resource/Lew_Brown,245879
http://dbpedia.org/resource/Jean_Robiquet,50947405
http://dbpedia.org/resource/Dane_Rudhyar,647545
http://dbpedia.org/resource/Roy_Blount_Jr.,817466
http://dbpedia.org/resource/Ben_Weisman,2343819
http://dbpedia.org/resource/Tony_Croatto,290808
http://dbpedia.org/resource/Joe_Cocker,88371
http://dbpedia.org/resource/Antony_Choudens,50734876
http://dbpedia.org/resource/Giulio_Bonnard,52077607
http://dbpedia.org/resource/Hephzibah_Menuhin,3236194
http://dbpedia.org/resource/Chayito_Valdez,861478
http://dbpedia.org/resource/Jimmy_Carl_Black,747500
http://dbpedia.org/resource/Arthur_Haynes,2811507
